BeforeFilesDeps,AfterFilesDeps,ChangedFileDeps,BeforeCommitDeps,AfterCommitDeps,ChangedDeps,JavaFileNum,TotalChangedLines,FileAddNum,FileDeleteNum,FileChangedNum,CommitComplexity,LastCommitComplexity,changedComplexity,CommitTokenCount,LastCommitTokenCount,changedToken,CommitMethodNum,LastCommitMethodNum,ChangedMethodNum,A2A,Tag
94,94,0,6376,6376,0,2,16,0,0,0,182,180,2,6258,6230,28,94,92,2,100.0,NoArchChanged
116,123,7,14328,14348,20,4,121,1,0,1,60,52,8,2523,1985,538,29,24,5,99.91941982,NoArchChanged
0,0,0,3579,3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
154,156,2,5988,5990,2,2,67,0,0,0,360,356,4,11663,11060,603,126,125,1,99.95751912,NoArchChanged
70,70,0,19116,19116,0,6,108,0,0,0,286,280,6,9850,9465,385,106,100,6,100.0,NoArchChanged
14,14,0,3634,3634,0,1,18,0,0,0,72,70,2,6151,6044,107,42,41,1,100.0,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
24,25,1,7228,7230,2,2,39,0,0,0,48,41,7,2726,2439,287,33,30,3,100.0,NoArchChanged
707,709,2,39721,39732,11,11,31,1,0,1,1557,1555,2,49628,49597,31,691,689,2,99.83993597,NoArchChanged
0,0,0,2865,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3236,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
1102,1086,16,79596,79442,154,22,325,0,2,2,1865,1899,34,63128,65000,1872,877,904,27,99.79991997,NoArchChanged
0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
89,89,0,21456,21456,0,6,0,0,0,0,431,431,0,21204,21196,8,355,355,0,100.0,NoArchChanged
0,0,0,2873,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
97,100,3,10821,10824,3,3,168,0,0,0,287,273,14,8639,8040,599,68,60,8,99.96400288,NoArchChanged
0,0,0,3577,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3045,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
14,14,0,3187,3187,0,1,2,0,0,0,12,12,0,2225,2179,46,10,10,0,100.0,NoArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2864,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3236,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
41,55,14,8523,8547,24,3,488,2,0,2,100,44,56,3835,1045,2790,62,18,44,99.79018044,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
8432,8432,0,1602183,1602183,0,517,0,0,0,0,10147,10147,0,453604,453604,0,5341,5341,0,100.0,NoArchChanged
0,0,0,3571,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3665,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2842,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3615,3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3199,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
31,31,0,3612,3612,0,1,1,0,0,0,145,145,0,3759,3759,0,46,46,0,100.0,NoArchChanged
0,0,0,3619,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
167,169,2,14432,14440,8,4,3,0,0,0,341,341,0,8468,8453,15,88,88,0,99.59935897,NoArchChanged
1086,1102,16,79442,79596,154,22,325,2,0,2,1899,1865,34,65000,63128,1872,904,877,27,99.79991997,NoArchChanged
0,0,0,3232,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3236,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
20,20,0,1822,1822,0,2,38,0,0,0,131,127,4,4150,3859,291,39,38,1,100.0,NoArchChanged
0,0,0,3101,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
43,39,4,15445,15425,20,5,25,0,0,0,43,39,4,2431,2294,137,30,28,2,99.58609272,NoArchChanged
8,8,0,3235,3235,0,1,0,0,0,0,9,9,0,1037,1038,1,9,9,0,100.0,NoArchChanged
0,0,0,3188,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
748,750,2,60060,60080,20,20,299,0,0,0,1271,1308,37,40701,42624,1923,589,603,14,99.91394148,NoArchChanged
0,0,0,2842,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
1059,1043,16,68742,68609,133,19,325,0,2,2,1813,1847,34,61267,63139,1872,845,872,27,99.79991997,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
80,89,9,11980,12004,24,4,111,1,0,1,149,141,8,5495,4980,515,98,90,8,99.83029275,NoArchChanged
0,0,0,1839,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
148,184,36,56844,57366,522,18,1637,3,0,3,675,486,189,27002,18095,8907,342,211,131,99.37718957,NoArchChanged
56,56,0,12828,12828,0,4,45,0,0,0,270,264,6,10472,10166,306,136,133,3,100.0,NoArchChanged
0,0,0,398,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2865,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
317,317,0,5990,5990,0,2,20,0,0,0,471,470,1,16782,16581,201,218,217,1,100.0,NoArchChanged
99,99,0,12828,12828,0,4,0,0,0,0,201,201,0,8682,8723,41,108,108,0,100.0,NoArchChanged
0,0,0,3613,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3003,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3048,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
518,600,82,113220,114700,1480,37,1817,10,0,10,1500,1377,123,62743,52328,10415,644,579,65,98.55252275,NoArchChanged
0,0,0,3588,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3613,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3207,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3611,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3607,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,1884,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
65,65,0,7214,7214,0,2,18,0,0,0,37,35,2,1163,1074,89,23,22,1,100.0,NoArchChanged
9983,9983,0,2267708,2267708,0,628,0,0,0,0,11574,11574,0,533012,533012,0,6219,6219,0,100.0,NoArchChanged
0,0,0,2864,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
196,196,0,24384,24384,0,8,50,0,0,0,408,402,6,12686,12488,198,150,150,0,100.0,NoArchChanged
0,0,0,3580,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
146,146,0,3235,3235,0,1,0,0,0,0,319,319,0,7246,7258,12,97,97,0,100.0,NoArchChanged
0,0,0,3621,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3609,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,66,66,27765,28224,459,9,1149,9,0,9,121,0,121,5766,0,5766,72,0,72,98.95913647,NoArchChanged
112,112,0,3587,3587,0,1,0,0,0,0,55,55,0,1537,1539,2,26,26,0,100.0,NoArchChanged
0,0,0,3003,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3619,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3610,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2864,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
115,115,0,11976,11976,0,4,16,0,0,0,378,375,3,13181,13074,107,172,172,0,100.0,NoArchChanged
4,4,0,397,397,0,1,11,0,0,0,72,66,6,1882,1820,62,16,15,1,100.0,NoArchChanged
0,0,0,2864,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
27,27,0,4420,4420,0,4,73,0,0,0,35,35,0,2294,2294,0,25,25,0,100.0,NoArchChanged
22,22,0,3209,3209,0,1,58,0,0,0,312,290,22,10519,9998,521,181,181,0,100.0,NoArchChanged
0,0,0,3236,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
479,479,0,14444,14444,0,4,31,0,0,0,906,906,0,25732,25477,255,378,378,0,100.0,NoArchChanged
27,27,0,7140,7140,0,2,7,0,0,0,3,3,0,1056,1056,0,3,3,0,100.0,NoArchChanged
58,59,1,3204,3205,1,1,21,0,0,0,30,27,3,793,671,122,19,18,1,100.0,NoArchChanged
1174,1192,18,97497,97740,243,27,395,2,0,2,2143,2102,41,73813,71455,2358,1016,983,33,99.84553599,NoArchChanged
91,97,6,5500,5525,25,5,44,0,0,0,412,404,8,11995,11637,358,155,152,3,99.76544175,NoArchChanged
17,24,7,6160,6168,8,2,73,0,0,0,42,31,11,2657,2244,413,40,29,11,99.92125984,NoArchChanged
0,0,0,3613,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3615,3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
465,459,6,88725,88650,75,25,1,0,0,0,1296,1298,2,45360,45216,144,698,698,0,100.0,NoArchChanged
44,44,0,14304,14304,0,4,0,0,0,0,123,123,0,11784,11776,8,72,72,0,100.0,NoArchChanged
0,0,0,3609,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3048,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
404,406,2,10890,10893,3,3,158,0,0,0,560,535,25,14731,13059,1672,237,222,15,100.0,NoArchChanged
0,0,0,3003,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2865,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
135,137,2,5476,5478,2,2,25,0,0,0,337,337,0,10323,10177,146,117,116,1,100.0,NoArchChanged
0,0,0,3610,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2865,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,1839,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2864,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3613,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
32,32,0,9141,9141,0,3,2,0,0,0,107,107,0,3033,3053,20,26,26,0,100.0,NoArchChanged
1143,1161,18,90275,90500,225,25,395,2,0,2,2120,2079,41,72521,70167,2354,1005,972,33,99.79991997,NoArchChanged
0,0,0,3648,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3188,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
42,42,0,5040,5040,0,2,4,0,0,0,116,116,0,3740,3740,0,74,74,0,100.0,NoArchChanged
0,27,27,7110,7140,30,2,184,2,0,2,3,0,3,1056,0,1056,3,0,3,98.80463205,NoArchChanged
0,0,0,3236,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3613,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3608,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
150,164,14,21582,21654,72,9,2,0,0,0,68,71,3,3823,3999,176,34,30,4,99.76076555,NoArchChanged
0,0,0,3003,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3640,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
0,0,0,3152,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
6,19,13,7096,7110,14,2,57,0,0,0,32,23,9,1325,927,398,14,13,1,99.92383854,NoArchChanged
0,0,0,2865,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
57,69,12,33484,33517,33,11,274,2,2,4,181,149,32,6911,5321,1590,67,41,26,99.59935897,NoArchChanged
118,118,0,3245,3245,0,1,15,0,0,0,69,69,0,1551,1583,32,33,33,0,100.0,NoArchChanged
0,0,0,2923,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
180,181,1,9618,9621,3,3,16,0,0,0,490,488,2,16866,16756,110,185,183,2,100.0,NoArchChanged
0,0,0,2842,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArchChanged
33,44,11,1276,1308,32,4,51,0,0,0,106,95,11,3294,2991,303,30,26,4,93.77682403,ArchChanged
160,257,97,7848,8856,1008,24,378,10,4,14,793,733,60,23546,23257,289,310,278,32,93.46642468,ArchChanged
803,787,16,22509,21960,549,61,66,0,0,0,1517,1517,0,44391,44397,6,660,660,0,92.90187891,ArchChanged
98,103,5,5400,5445,45,15,24,1,3,4,334,336,2,15831,15966,135,132,135,3,97.59358289,ArchChanged
148,208,60,4356,4764,408,12,641,6,0,6,138,82,56,7688,5144,2544,85,47,38,96.40102828,ArchChanged
34,49,15,2382,2448,66,6,229,3,0,3,111,90,21,3720,2604,1116,66,49,17,93.99538106,ArchChanged
0,12,12,840,862,22,2,350,2,0,2,74,0,74,2409,0,2409,23,0,23,96.7462039,ArchChanged
1117,787,330,43844,30943,12901,97,2508,7,26,33,1873,2176,303,62115,73068,10953,793,952,159,79.76470588,ArchChanged
171,201,30,5424,5604,180,12,221,4,0,4,142,128,14,6692,5884,808,81,70,11,94.9339207,ArchChanged
389,421,32,11675,12125,450,25,222,2,0,2,731,683,48,24858,23713,1145,338,318,20,94.9044586,ArchChanged
15,12,3,1488,1476,12,3,29,1,1,2,25,28,3,1254,1443,189,17,15,2,96.57794677,ArchChanged
18,20,2,1476,1479,3,3,39,1,0,1,62,59,3,2451,2305,146,34,34,0,77.59433962,ArchChanged
10,14,4,1479,1488,9,3,41,1,0,1,24,22,2,1051,976,75,15,13,2,76.04938272,ArchChanged
673,841,168,25792,43108,17316,52,831,1,12,13,1245,1350,105,40639,44298,3659,568,628,60,91.09730849,ArchChanged
0,85,85,9958,10777,819,13,1089,13,0,13,104,0,104,5198,0,5198,64,0,64,95.67147614,ArchChanged
164,75,89,14093,13022,1071,17,1134,0,13,13,163,268,105,5441,10764,5323,74,139,65,95.67147614,ArchChanged
113,207,94,15320,16600,1280,20,1165,13,0,13,448,338,110,14747,9231,5516,196,129,67,95.33851276,ArchChanged
582,481,101,34986,32172,2814,42,1384,0,13,13,858,1031,173,30068,36707,6639,364,454,90,95.33851276,ArchChanged
481,582,101,32172,34986,2814,42,1384,13,0,13,1031,858,173,36707,30068,6639,454,364,90,95.33851276,ArchChanged
582,481,101,34986,32172,2814,42,1384,0,13,13,858,1031,173,30068,36707,6639,364,454,90,95.33851276,ArchChanged
481,582,101,32172,34986,2814,42,1384,13,0,13,1031,858,173,36707,30068,6639,454,364,90,95.33851276,ArchChanged
582,481,101,34986,32172,2814,42,1384,0,13,13,858,1031,173,30068,36707,6639,364,454,90,95.33851276,ArchChanged
427,526,99,29874,32487,2613,39,1352,13,0,13,915,743,172,33021,26466,6555,408,319,89,95.33851276,ArchChanged
503,406,97,31654,29108,2546,38,1355,0,13,13,695,867,172,24627,31203,6576,290,379,89,95.33851276,ArchChanged
406,503,97,29108,31654,2546,38,1355,13,0,13,867,695,172,31203,24627,6576,379,290,89,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
2043,4104,2061,121028,244426,123398,158,24136,158,0,158,3246,0,3246,118102,0,118102,1575,0,1575,58.81826321,ArchChanged
4104,2043,2061,244426,121028,123398,158,24136,0,158,158,0,3246,3246,0,118102,118102,0,1575,1575,58.81826321,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
204,323,119,24157,26361,2204,29,1566,15,0,15,624,437,187,21704,14058,7646,285,184,101,88.83034773,ArchChanged
18,20,2,2727,2733,6,3,140,1,0,1,30,16,14,1902,1120,782,20,8,12,97.97979798,ArchChanged
35,52,17,3644,3696,52,4,237,2,0,2,32,14,18,1909,760,1149,14,7,7,88.58921162,ArchChanged
0,25,25,3700,3756,56,4,635,4,0,4,59,0,59,3086,0,3086,43,0,43,96.8238691,ArchChanged
175,285,110,27231,28478,1247,29,761,9,1,10,393,286,107,17862,13173,4689,260,168,92,89.93288591,ArchChanged
30,41,11,4910,4945,35,5,385,2,0,2,59,31,28,4187,2005,2182,36,23,13,97.23991507,ArchChanged
94,193,99,13902,14854,952,14,2354,13,0,13,217,33,184,13504,1432,12072,82,9,73,94.59459459,ArchChanged
585,566,19,28647,28377,270,27,40,1,0,1,1098,1089,9,37059,36977,82,486,482,4,93.90774587,ArchChanged
13,50,37,5510,5630,120,5,727,4,0,4,128,13,115,4457,474,3983,67,7,60,93.75481881,ArchChanged
81,130,49,10134,10314,180,9,499,5,0,5,99,59,40,4935,2186,2749,68,40,28,86.89355539,ArchChanged
58,482,424,69256,80872,11616,44,6208,44,0,44,402,0,402,26712,0,26712,268,0,268,88.84172226,ArchChanged
12,24,12,3796,3808,12,2,63,1,0,1,120,114,6,3646,3388,258,46,41,5,96.83985003,ArchChanged
21,24,3,4814,4818,4,2,59,0,0,0,25,15,10,914,540,374,18,12,6,91.95979899,ArchChanged
317,366,49,36690,37155,465,15,1547,7,0,7,947,677,270,30730,22398,8332,487,327,160,93.91377853,ArchChanged
117,120,3,7518,7521,3,3,17,0,0,0,321,319,2,9398,9265,133,107,105,2,96.10058309,ArchChanged
465,503,38,42942,43316,374,17,626,7,0,7,964,906,58,28140,25490,2650,439,409,30,93.25337331,ArchChanged
622,681,59,58604,59041,437,23,271,0,0,0,775,743,32,25325,23846,1479,295,274,21,93.15181518,ArchChanged
202,241,39,35789,36114,325,13,384,2,0,2,536,475,61,16144,13678,2466,256,210,46,88.9827856,ArchChanged
30,38,8,5556,5564,8,2,103,1,0,1,42,25,17,1464,981,483,20,16,4,95.59112609,ArchChanged
68,102,34,30602,30822,220,11,420,1,0,1,147,110,37,7730,5501,2229,67,62,5,88.8580354,ArchChanged
17,18,1,2806,2807,1,1,17,0,0,0,19,20,1,927,815,112,14,15,1,90.53414469,ArchChanged
